location_id,date,rainfall_mm,temperature_c,humidity_pct,pressure_hpa,wind_speed_kmh,enso,iod,mjo_phase,mjo_amplitude,latitude,longitude,elevation_m,soil_code,normal_daily_rain_mm
bara,2019-01-01,0.0,14.7,63.7,1007.8,9.0,0.99,0.27,1,1.05,25.25,81.73,108.0,3,8.2
bara,2019-01-02,0.0,15.6,62.2,1007.2,10.5,0.99,0.27,1,1.12,25.25,81.73,108.0,3,8.2
bara,2019-01-03,0.0,15.2,65.1,1007.8,11.0,0.99,0.27,1,1.18,25.25,81.73,108.0,3,8.2
bara,2019-01-04,0.0,15.4,65.9,1007.4,11.1,0.99,0.27,1,1.25,25.25,81.73,108.0,3,8.2
bara,2019-01-05,0.0,16.8,64.9,1005.9,13.5,0.99,0.27,1,1.3,25.25,81.73,108.0,3,8.2
bara,2019-01-06,0.0,18.4,60.5,1003.0,17.5,0.99,0.27,1,1.36,25.25,81.73,108.0,3,8.2
bara,2019-01-07,0.0,16.7,71.2,1003.9,14.8,0.99,0.27,2,1.4,25.25,81.73,108.0,3,8.2
bara,2019-01-08,0.0,15.9,71.4,1004.2,12.8,0.99,0.27,2,1.44,25.25,81.73,108.0,3,8.2
bara,2019-01-09,0.0,15.1,63.4,1004.0,14.4,0.99,0.27,2,1.47,25.25,81.73,108.0,3,8.2
bara,2019-01-10,0.0,14.6,64.7,1004.5,8.3,0.99,0.27,2,1.49,25.25,81.73,108.0,3,8.2
bara,2019-01-11,0.0,15.4,61.4,1005.3,10.1,0.99,0.27,2,1.5,25.25,81.73,108.0,3,8.2
bara,2019-01-12,0.0,16.1,63.4,1004.7,8.4,0.99,0.27,3,1.5,25.25,81.73,108.0,3,8.2
bara,2019-01-13,0.9,17.2,67.5,1004.8,10.2,0.99,0.27,3,1.51,25.25,81.73,108.0,3,8.2
bara,2019-01-14,0.0,16.3,60.2,1004.9,18.8,0.99,0.27,3,1.47,25.25,81.73,108.0,3,8.2
bara,2019-01-15,0.0,13.9,52.4,1005.6,13.4,0.99,0.27,3,1.44,25.25,81.73,108.0,3,8.2
bara,2019-01-16,0.0,14.0,54.2,1005.6,9.9,0.99,0.27,3,1.4,25.25,81.73,108.0,3,8.2
bara,2019-01-17,0.0,14.9,59.2,1003.6,10.9,0.99,0.27,4,1.36,25.25,81.73,108.0,3,8.2
bara,2019-01-18,0.0,14.3,66.5,1004.0,11.0,0.99,0.27,4,1.3,25.25,81.73,108.0,3,8.2
bara,2019-01-19,0.0,15.6,61.4,1004.7,11.2,0.99,0.27,4,1.25,25.25,81.73,108.0,3,8.2
bara,2019-01-20,0.0,17.1,57.2,1004.3,9.6,0.99,0.27,4,1.18,25.25,81.73,108.0,3,8.2
bara,2019-01-21,0.0,18.6,53.7,1002.4,15.3,0.99,0.27,4,1.12,25.25,81.73,108.0,3,8.2
bara,2019-01-22,0.0,19.8,52.8,1001.2,16.4,0.99,0.27,5,1.05,25.25,81.73,108.0,3,8.2
bara,2019-01-23,4.5,18.1,75.6,1003.5,18.7,0.99,0.27,5,1.1,25.25,81.73,108.0,3,8.2
bara,2019-01-24,0.3,17.7,80.6,1004.8,8.4,0.99,0.27,5,0.92,25.25,81.73,108.0,3,8.2
bara,2019-01-25,10.0,16.7,88.5,1004.4,10.9,0.99,0.27,5,1.1,25.25,81.73,108.0,3,8.2
bara,2019-01-26,2.5,15.9,90.2,1007.0,10.8,0.99,0.27,5,0.86,25.25,81.73,108.0,3,8.2
bara,2019-01-27,0.4,15.6,81.4,1007.8,13.0,0.99,0.27,5,0.75,25.25,81.73,108.0,3,8.2
bara,2019-01-28,0.0,13.5,65.3,1008.2,15.6,0.99,0.27,6,0.7,25.25,81.73,108.0,3,8.2
bara,2019-01-29,0.0,12.9,59.2,1007.4,16.3,0.99,0.27,6,0.66,25.25,81.73,108.0,3,8.2
bara,2019-01-30,0.0,13.6,59.9,1006.9,9.5,0.99,0.27,6,0.63,25.25,81.73,108.0,3,8.2
bara,2019-01-31,0.0,15.4,62.4,1005.9,11.1,0.99,0.27,6,0.61,25.25,81.73,108.0,3,8.2
bara,2019-02-01,0.0,17.6,63.9,1004.3,8.4,0.94,0.27,6,0.6,25.25,81.73,108.0,3,8.2
bara,2019-02-02,0.0,18.2,70.1,1003.5,9.2,0.94,0.27,7,0.6,25.25,81.73,108.0,3,8.2
bara,2019-02-03,0.0,17.9,74.2,1005.8,8.9,0.94,0.27,7,0.61,25.25,81.73,108.0,3,8.2
bara,2019-02-04,0.0,17.7,71.3,1007.1,10.7,0.94,0.27,7,0.63,25.25,81.73,108.0,3,8.2
bara,2019-02-05,0.0,19.2,71.6,1005.1,9.8,0.94,0.27,7,0.66,25.25,81.73,108.0,3,8.2
bara,2019-02-06,0.0,20.6,70.1,1000.9,13.7,0.94,0.27,7,0.7,25.25,81.73,108.0,3,8.2
bara,2019-02-07,0.6,20.8,67.5,1000.3,20.6,0.94,0.27,8,0.76,25.25,81.73,108.0,3,8.2
bara,2019-02-08,0.5,19.4,75.1,1001.7,10.9,0.94,0.27,8,0.81,25.25,81.73,108.0,3,8.2
bara,2019-02-09,0.3,16.1,54.6,1004.9,21.0,0.94,0.27,8,0.86,25.25,81.73,108.0,3,8.2
bara,2019-02-10,0.0,15.5,58.9,1007.3,11.6,0.94,0.27,8,0.92,25.25,81.73,108.0,3,8.2
bara,2019-02-11,0.0,16.4,65.2,1007.5,9.9,0.94,0.27,8,0.98,25.25,81.73,108.0,3,8.2
bara,2019-02-12,0.0,17.6,62.1,1007.8,10.7,0.94,0.27,1,1.05,25.25,81.73,108.0,3,8.2
bara,2019-02-13,0.0,19.1,62.8,1006.9,9.6,0.94,0.27,1,1.12,25.25,81.73,108.0,3,8.2
bara,2019-02-14,0.0,20.5,63.8,1003.9,19.5,0.94,0.27,1,1.18,25.25,81.73,108.0,3,8.2
bara,2019-02-15,3.8,19.7,76.7,1002.9,20.6,0.94,0.27,1,1.34,25.25,81.73,108.0,3,8.2
bara,2019-02-16,1.1,19.6,67.6,1002.7,18.6,0.94,0.27,1,1.33,25.25,81.73,108.0,3,8.2
bara,2019-02-17,0.0,17.1,62.1,1001.1,16.7,0.94,0.27,1,1.36,25.25,81.73,108.0,3,8.2
bara,2019-02-18,0.0,18.4,62.4,998.7,14.3,0.94,0.27,2,1.4,25.25,81.73,108.0,3,8.2
bara,2019-02-19,0.0,21.0,57.2,1000.1,9.8,0.94,0.27,2,1.44,25.25,81.73,108.0,3,8.2
bara,2019-02-20,0.0,22.3,61.0,1004.0,12.4,0.94,0.27,2,1.47,25.25,81.73,108.0,3,8.2
bara,2019-02-21,0.0,23.9,60.4,1003.6,18.7,0.94,0.27,2,1.49,25.25,81.73,108.0,3,8.2
bara,2019-02-22,0.0,24.7,62.5,1000.7,17.5,0.94,0.27,2,1.5,25.25,81.73,108.0,3,8.2
bara,2019-02-23,0.0,21.9,55.7,1001.1,22.6,0.94,0.27,3,1.5,25.25,81.73,108.0,3,8.2
bara,2019-02-24,0.0,19.2,51.1,999.4,16.2,0.94,0.27,3,1.49,25.25,81.73,108.0,3,8.2
bara,2019-02-25,0.0,20.4,53.6,998.3,9.5,0.94,0.27,3,1.47,25.25,81.73,108.0,3,8.2
bara,2019-02-26,0.0,21.9,47.1,997.2,19.3,0.94,0.27,3,1.44,25.25,81.73,108.0,3,8.2
bara,2019-02-27,0.4,20.0,53.9,996.3,20.0,0.94,0.27,3,1.41,25.25,81.73,108.0,3,8.2
bara,2019-02-28,0.0,18.1,53.4,1001.4,16.8,0.94,0.27,4,1.36,25.25,81.73,108.0,3,8.2
bara,2019-03-01,0.0,17.3,48.5,1002.9,14.0,0.87,0.28,4,1.3,25.25,81.73,108.0,3,8.2
bara,2019-03-02,0.0,18.8,49.5,1002.6,10.1,0.87,0.28,4,1.25,25.25,81.73,108.0,3,8.2
bara,2019-03-03,5.4,19.2,65.6,999.7,12.2,0.87,0.28,4,1.32,25.25,81.73,108.0,3,8.2
bara,2019-03-04,4.4,20.8,70.3,996.0,11.9,0.87,0.28,4,1.23,25.25,81.73,108.0,3,8.2
bara,2019-03-05,0.0,21.5,61.9,996.3,14.6,0.87,0.28,5,1.05,25.25,81.73,108.0,3,8.2
bara,2019-03-06,0.0,20.1,51.7,998.7,19.6,0.87,0.28,5,0.98,25.25,81.73,108.0,3,8.2
bara,2019-03-07,0.0,19.8,48.1,999.4,13.3,0.87,0.28,5,0.92,25.25,81.73,108.0,3,8.2
bara,2019-03-08,0.0,21.4,45.9,1000.5,16.9,0.87,0.28,5,0.85,25.25,81.73,108.0,3,8.2
bara,2019-03-09,0.0,23.6,43.6,999.1,9.5,0.87,0.28,5,0.8,25.25,81.73,108.0,3,8.2
bara,2019-03-10,0.0,23.2,51.7,1000.2,10.4,0.87,0.28,5,0.74,25.25,81.73,108.0,3,8.2
bara,2019-03-11,0.0,24.5,48.7,1001.1,11.1,0.87,0.28,6,0.7,25.25,81.73,108.0,3,8.2
bara,2019-03-12,0.0,26.3,45.2,999.9,16.9,0.87,0.28,6,0.66,25.25,81.73,108.0,3,8.2
bara,2019-03-13,0.0,25.1,46.7,1001.5,12.8,0.87,0.28,6,0.63,25.25,81.73,108.0,3,8.2
bara,2019-03-14,0.3,25.4,52.7,1001.6,14.6,0.87,0.28,6,0.62,25.25,81.73,108.0,3,8.2
bara,2019-03-15,0.4,23.9,63.1,1002.4,19.6,0.87,0.28,6,0.61,25.25,81.73,108.0,3,8.2
bara,2019-03-16,0.0,23.4,43.0,1002.8,14.2,0.87,0.28,7,0.6,25.25,81.73,108.0,3,8.2
bara,2019-03-17,0.6,22.7,51.7,1001.8,14.9,0.87,0.28,7,0.63,25.25,81.73,108.0,3,8.2
bara,2019-03-18,0.0,23.9,54.6,1000.7,15.9,0.87,0.28,7,0.63,25.25,81.73,108.0,3,8.2
bara,2019-03-19,0.0,24.0,40.2,998.2,16.4,0.87,0.28,7,0.66,25.25,81.73,108.0,3,8.2
bara,2019-03-20,0.0,25.5,36.6,997.5,11.5,0.87,0.28,7,0.7,25.25,81.73,108.0,3,8.2
bara,2019-03-21,2.0,25.9,51.9,997.6,18.0,0.87,0.28,8,0.79,25.25,81.73,108.0,3,8.2
bara,2019-03-22,0.0,26.5,47.2,999.1,19.2,0.87,0.28,8,0.8,25.25,81.73,108.0,3,8.2
bara,2019-03-23,0.0,25.0,31.3,999.7,23.3,0.87,0.28,8,0.85,25.25,81.73,108.0,3,8.2
bara,2019-03-24,0.0,25.8,36.3,998.8,23.7,0.87,0.28,8,0.92,25.25,81.73,108.0,3,8.2
bara,2019-03-25,0.0,28.0,36.2,997.8,14.6,0.87,0.28,8,0.98,25.25,81.73,108.0,3,8.2
bara,2019-03-26,0.5,26.9,44.2,999.9,19.2,0.87,0.28,1,1.06,25.25,81.73,108.0,3,8.2
bara,2019-03-27,0.0,25.7,38.6,1001.2,14.1,0.87,0.28,1,1.12,25.25,81.73,108.0,3,8.2
bara,2019-03-28,0.0,26.6,40.1,999.6,14.6,0.87,0.28,1,1.18,25.25,81.73,108.0,3,8.2
bara,2019-03-29,0.0,28.6,43.2,996.5,10.9,0.87,0.28,1,1.25,25.25,81.73,108.0,3,8.2
bara,2019-03-30,0.0,30.4,36.9,994.9,14.6,0.87,0.28,1,1.3,25.25,81.73,108.0,3,8.2
bara,2019-03-31,0.0,30.8,29.9,993.6,19.6,0.87,0.28,1,1.36,25.25,81.73,108.0,3,8.2
bara,2019-04-01,0.0,29.5,25.2,996.1,19.4,0.82,0.29,2,1.4,25.25,81.73,108.0,3,8.2
bara,2019-04-02,0.0,28.6,25.6,996.1,22.1,0.82,0.29,2,1.44,25.25,81.73,108.0,3,8.2
bara,2019-04-03,0.0,29.2,26.1,996.3,14.6,0.82,0.29,2,1.47,25.25,81.73,108.0,3,8.2
bara,2019-04-04,0.0,30.3,31.9,996.1,13.3,0.82,0.29,2,1.49,25.25,81.73,108.0,3,8.2
bara,2019-04-05,0.0,31.3,37.5,995.5,17.4,0.82,0.29,2,1.5,25.25,81.73,108.0,3,8.2
bara,2019-04-06,1.3,29.5,45.4,995.4,29.6,0.82,0.29,3,1.53,25.25,81.73,108.0,3,8.2
bara,2019-04-07,0.0,29.4,50.9,994.2,27.5,0.82,0.29,3,1.49,25.25,81.73,108.0,3,8.2
bara,2019-04-08,0.0,29.3,46.5,993.8,16.0,0.82,0.29,3,1.47,25.25,81.73,108.0,3,8.2
bara,2019-04-09,0.0,31.1,39.9,993.6,20.0,0.82,0.29,3,1.44,25.25,81.73,108.0,3,8.2
bara,2019-04-10,0.0,30.9,44.1,995.2,14.7,0.82,0.29,3,1.4,25.25,81.73,108.0,3,8.2
bara,2019-04-11,0.0,32.1,38.2,994.8,20.1,0.82,0.29,4,1.36,25.25,81.73,108.0,3,8.2
bara,2019-04-12,0.0,32.7,31.2,994.2,12.8,0.82,0.29,4,1.3,25.25,81.73,108.0,3,8.2
bara,2019-04-13,0.0,33.6,28.1,994.5,22.8,0.82,0.29,4,1.25,25.25,81.73,108.0,3,8.2
bara,2019-04-14,0.0,33.7,24.6,994.5,15.9,0.82,0.29,4,1.18,25.25,81.73,108.0,3,8.2
bara,2019-04-15,0.0,33.6,25.6,993.5,17.0,0.82,0.29,4,1.12,25.25,81.73,108.0,3,8.2
bara,2019-04-16,0.0,31.5,32.7,995.9,25.5,0.82,0.29,5,1.05,25.25,81.73,108.0,3,8.2
bara,2019-04-17,6.9,23.7,70.3,1000.0,15.0,0.82,0.29,5,1.16,25.25,81.73,108.0,3,8.2
bara,2019-04-18,0.8,27.2,55.6,998.0,16.1,0.82,0.29,5,0.94,25.25,81.73,108.0,3,8.2
bara,2019-04-19,0.0,27.7,47.2,996.2,16.3,0.82,0.29,5,0.85,25.25,81.73,108.0,3,8.2
bara,2019-04-20,0.0,29.4,40.7,994.0,14.1,0.82,0.29,5,0.8,25.25,81.73,108.0,3,8.2
bara,2019-04-21,0.0,30.7,33.7,992.7,17.8,0.82,0.29,5,0.74,25.25,81.73,108.0,3,8.2
bara,2019-04-22,0.0,31.1,31.2,992.8,12.8,0.82,0.29,6,0.7,25.25,81.73,108.0,3,8.2
bara,2019-04-23,0.0,32.3,33.6,993.9,16.2,0.82,0.29,6,0.66,25.25,81.73,108.0,3,8.2
bara,2019-04-24,0.0,32.8,41.2,995.0,13.9,0.82,0.29,6,0.63,25.25,81.73,108.0,3,8.2
bara,2019-04-25,0.0,34.2,36.2,994.2,13.2,0.82,0.29,6,0.61,25.25,81.73,108.0,3,8.2
bara,2019-04-26,0.0,35.7,26.2,992.0,22.3,0.82,0.29,6,0.6,25.25,81.73,108.0,3,8.2
bara,2019-04-27,0.0,35.0,21.3,991.9,29.0,0.82,0.29,7,0.6,25.25,81.73,108.0,3,8.2
bara,2019-04-28,0.0,35.2,19.7,991.5,27.4,0.82,0.29,7,0.61,25.25,81.73,108.0,3,8.2
bara,2019-04-29,0.0,35.1,19.2,991.0,17.5,0.82,0.29,7,0.63,25.25,81.73,108.0,3,8.2
bara,2019-04-30,0.0,35.8,19.1,989.1,14.8,0.82,0.29,7,0.66,25.25,81.73,108.0,3,8.2
bara,2019-05-01,0.0,36.3,22.9,987.8,17.7,0.71,0.34,7,0.7,25.25,81.73,108.0,3,8.2
bara,2019-05-02,0.0,35.7,28.9,988.6,19.3,0.71,0.34,8,0.74,25.25,81.73,108.0,3,8.2
bara,2019-05-03,0.0,34.0,41.6,990.2,23.7,0.71,0.34,8,0.8,25.25,81.73,108.0,3,8.2
bara,2019-05-04,0.0,32.2,49.6,992.9,20.3,0.71,0.34,8,0.85,25.25,81.73,108.0,3,8.2
bara,2019-05-05,0.0,32.7,30.3,993.8,21.6,0.71,0.34,8,0.92,25.25,81.73,108.0,3,8.2
bara,2019-05-06,0.0,33.8,14.7,991.6,25.0,0.71,0.34,8,0.98,25.25,81.73,108.0,3,8.2
bara,2019-05-07,0.0,34.4,16.2,990.4,27.5,0.71,0.34,1,1.05,25.25,81.73,108.0,3,8.2
bara,2019-05-08,0.0,35.6,16.2,989.5,27.5,0.71,0.34,1,1.12,25.25,81.73,108.0,3,8.2
bara,2019-05-09,0.0,36.1,16.7,989.0,27.7,0.71,0.34,1,1.18,25.25,81.73,108.0,3,8.2
bara,2019-05-10,0.0,35.8,16.7,990.3,21.0,0.71,0.34,1,1.25,25.25,81.73,108.0,3,8.2
bara,2019-05-11,0.0,34.5,24.3,992.6,24.6,0.71,0.34,1,1.3,25.25,81.73,108.0,3,8.2
bara,2019-05-12,0.0,35.3,22.7,991.4,20.8,0.71,0.34,1,1.36,25.25,81.73,108.0,3,8.2
bara,2019-05-13,0.0,33.8,27.6,991.3,10.1,0.71,0.34,2,1.4,25.25,81.73,108.0,3,8.2
bara,2019-05-14,0.0,34.0,29.6,991.3,19.3,0.71,0.34,2,1.44,25.25,81.73,108.0,3,8.2
bara,2019-05-15,0.0,34.0,31.2,992.4,21.5,0.71,0.34,2,1.47,25.25,81.73,108.0,3,8.2
bara,2019-05-16,0.0,34.5,29.2,992.9,14.8,0.71,0.34,2,1.49,25.25,81.73,108.0,3,8.2
bara,2019-05-17,0.0,34.8,29.2,992.3,24.0,0.71,0.34,2,1.5,25.25,81.73,108.0,3,8.2
bara,2019-05-18,0.0,34.1,28.2,992.2,25.4,0.71,0.34,3,1.5,25.25,81.73,108.0,3,8.2
bara,2019-05-19,0.0,33.2,33.2,993.5,19.3,0.71,0.34,3,1.49,25.25,81.73,108.0,3,8.2
bara,2019-05-20,0.0,34.4,26.6,993.7,13.2,0.71,0.34,3,1.47,25.25,81.73,108.0,3,8.2
bara,2019-05-21,0.0,35.5,23.2,992.4,18.0,0.71,0.34,3,1.44,25.25,81.73,108.0,3,8.2
bara,2019-05-22,0.0,36.1,24.6,990.7,20.1,0.71,0.34,3,1.4,25.25,81.73,108.0,3,8.2
bara,2019-05-23,0.0,36.9,26.2,989.9,22.4,0.71,0.34,4,1.36,25.25,81.73,108.0,3,8.2
bara,2019-05-24,0.0,37.5,27.6,989.5,17.7,0.71,0.34,4,1.3,25.25,81.73,108.0,3,8.2
bara,2019-05-25,0.0,35.9,28.7,989.7,24.3,0.71,0.34,4,1.25,25.25,81.73,108.0,3,8.2
bara,2019-05-26,0.0,35.4,24.3,989.8,26.6,0.71,0.34,4,1.18,25.25,81.73,108.0,3,8.2
bara,2019-05-27,0.0,36.0,22.6,989.2,20.4,0.71,0.34,4,1.12,25.25,81.73,108.0,3,8.2
bara,2019-05-28,0.0,36.8,20.6,988.7,17.7,0.71,0.34,5,1.05,25.25,81.73,108.0,3,8.2
bara,2019-05-29,0.0,36.5,17.6,988.1,21.5,0.71,0.34,5,0.98,25.25,81.73,108.0,3,8.2
bara,2019-05-30,0.0,37.2,17.6,986.9,19.5,0.71,0.34,5,0.92,25.25,81.73,108.0,3,8.2
bara,2019-05-31,0.0,36.8,29.2,987.1,19.5,0.71,0.34,5,0.85,25.25,81.73,108.0,3,8.2
bara,2019-06-01,0.0,36.8,38.5,988.1,19.4,0.59,0.46,5,0.8,25.25,81.73,108.0,3,8.2
bara,2019-06-02,0.0,36.8,36.9,987.9,22.5,0.59,0.46,5,0.74,25.25,81.73,108.0,3,8.2
bara,2019-06-03,0.0,35.2,43.6,988.6,22.2,0.59,0.46,6,0.7,25.25,81.73,108.0,3,8.2
bara,2019-06-04,0.0,35.9,41.2,987.9,15.5,0.59,0.46,6,0.66,25.25,81.73,108.0,3,8.2
bara,2019-06-05,0.0,36.8,40.2,987.6,19.5,0.59,0.46,6,0.63,25.25,81.73,108.0,3,8.2
bara,2019-06-06,0.0,36.8,43.2,988.5,18.8,0.59,0.46,6,0.61,25.25,81.73,108.0,3,8.2
bara,2019-06-07,0.0,35.6,41.6,990.3,18.8,0.59,0.46,6,0.6,25.25,81.73,108.0,3,8.2
bara,2019-06-08,0.0,36.0,38.2,989.2,17.4,0.59,0.46,7,0.6,25.25,81.73,108.0,3,8.2
bara,2019-06-09,0.0,36.6,30.6,986.9,11.8,0.59,0.46,7,0.61,25.25,81.73,108.0,3,8.2
bara,2019-06-10,0.0,37.9,26.5,984.3,20.2,0.59,0.46,7,0.63,25.25,81.73,108.0,3,8.2
bara,2019-06-11,0.0,37.9,40.5,984.2,17.7,0.59,0.46,7,0.66,25.25,81.73,108.0,3,8.2
bara,2019-06-12,0.0,36.6,46.2,985.5,20.5,0.59,0.46,7,0.7,25.25,81.73,108.0,3,8.2
bara,2019-06-13,0.0,35.8,49.2,986.8,21.5,0.59,0.46,8,0.74,25.25,81.73,108.0,3,8.2
bara,2019-06-14,0.0,35.6,45.1,986.1,18.4,0.59,0.46,8,0.8,25.25,81.73,108.0,3,8.2
bara,2019-06-15,0.0,38.0,35.3,985.3,24.0,0.59,0.46,8,0.85,25.25,81.73,108.0,3,8.2
bara,2019-06-16,0.0,37.0,37.7,986.1,31.6,0.59,0.46,8,0.92,25.25,81.73,108.0,3,8.2
bara,2019-06-17,0.5,34.7,48.1,987.5,29.5,0.59,0.46,8,1.0,25.25,81.73,108.0,3,8.2
bara,2019-06-18,0.7,34.3,48.4,987.8,21.6,0.59,0.46,1,1.07,25.25,81.73,108.0,3,8.2
bara,2019-06-19,0.7,32.9,50.2,988.0,19.2,0.59,0.46,1,1.13,25.25,81.73,108.0,3,8.2
bara,2019-06-20,3.9,32.4,55.6,988.2,14.4,0.59,0.46,1,1.28,25.25,81.73,108.0,3,8.2
bara,2019-06-21,0.3,34.4,48.6,988.0,12.9,0.59,0.46,1,1.25,25.25,81.73,108.0,3,8.2
bara,2019-06-22,10.0,30.9,69.4,988.7,21.7,0.59,0.46,1,1.55,25.25,81.73,108.0,3,8.2
bara,2019-06-23,14.9,29.3,79.6,988.4,15.7,0.59,0.46,2,1.82,25.25,81.73,108.0,3,8.2
bara,2019-06-24,2.1,32.2,66.2,989.4,11.4,0.59,0.46,2,1.45,25.25,81.73,108.0,3,8.2
bara,2019-06-25,0.0,35.2,49.7,989.1,16.7,0.59,0.46,2,1.44,25.25,81.73,108.0,3,8.2
bara,2019-06-26,6.2,34.1,58.6,987.5,18.5,0.59,0.46,2,1.62,25.25,81.73,108.0,3,8.2
bara,2019-06-27,20.1,33.4,60.3,985.0,18.2,0.59,0.46,3,2.0,25.25,81.73,108.0,3,8.2
bara,2019-06-28,0.7,34.7,49.9,984.0,21.1,0.59,0.46,2,1.52,25.25,81.73,108.0,3,8.2
bara,2019-06-29,0.0,35.3,47.3,983.6,16.8,0.59,0.46,3,1.5,25.25,81.73,108.0,3,8.2
bara,2019-06-30,0.0,35.3,48.6,983.8,17.4,0.59,0.46,3,1.49,25.25,81.73,108.0,3,8.2
bara,2019-07-01,1.8,34.1,57.6,984.3,12.5,0.38,0.65,3,1.51,25.25,81.73,108.0,3,8.2
bara,2019-07-02,25.7,30.5,76.2,984.6,19.2,0.38,0.65,4,1.98,25.25,81.73,108.0,3,8.2
bara,2019-07-03,5.3,30.5,72.7,983.9,26.2,0.38,0.65,3,1.53,25.25,81.73,108.0,3,8.2
bara,2019-07-04,1.6,31.7,68.7,983.7,14.8,0.38,0.65,4,1.4,25.25,81.73,108.0,3,8.2
bara,2019-07-05,16.3,31.1,74.6,981.9,11.7,0.38,0.65,4,1.57,25.25,81.73,108.0,3,8.2
bara,2019-07-06,19.8,29.5,83.3,981.7,14.6,0.38,0.65,4,1.59,25.25,81.73,108.0,3,8.2
bara,2019-07-07,24.0,27.6,88.7,983.0,14.2,0.38,0.65,5,1.63,25.25,81.73,108.0,3,8.2
bara,2019-07-08,40.9,26.9,92.7,984.2,14.6,0.38,0.65,5,1.98,25.25,81.73,108.0,3,8.2
bara,2019-07-09,69.6,26.9,91.2,983.7,25.0,0.38,0.65,5,2.02,25.25,81.73,108.0,3,8.2
bara,2019-07-10,68.8,26.6,90.6,984.1,25.8,0.38,0.65,5,1.96,25.25,81.73,108.0,3,8.2
bara,2019-07-11,43.9,27.8,87.2,985.5,23.1,0.38,0.65,5,1.88,25.25,81.73,108.0,3,8.2
bara,2019-07-12,0.0,30.7,69.7,987.7,21.4,0.38,0.65,5,0.85,25.25,81.73,108.0,3,8.2
bara,2019-07-13,0.0,31.0,65.7,988.2,24.3,0.38,0.65,5,0.8,25.25,81.73,108.0,3,8.2
bara,2019-07-14,0.0,31.5,63.7,986.7,25.0,0.38,0.65,5,0.74,25.25,81.73,108.0,3,8.2
bara,2019-07-15,0.0,31.4,64.1,986.1,19.8,0.38,0.65,6,0.7,25.25,81.73,108.0,3,8.2
bara,2019-07-16,1.6,30.7,68.5,988.5,14.6,0.38,0.65,6,0.7,25.25,81.73,108.0,3,8.2
bara,2019-07-17,0.7,30.8,75.2,989.0,15.1,0.38,0.65,6,0.65,25.25,81.73,108.0,3,8.2
bara,2019-07-18,2.9,31.0,76.2,988.6,8.1,0.38,0.65,6,0.68,25.25,81.73,108.0,3,8.2
bara,2019-07-19,10.0,31.2,75.6,988.5,11.1,0.38,0.65,6,0.85,25.25,81.73,108.0,3,8.2
bara,2019-07-20,8.8,31.1,78.7,989.0,13.7,0.38,0.65,7,0.82,25.25,81.73,108.0,3,8.2
bara,2019-07-21,4.8,31.7,75.3,988.8,9.3,0.38,0.65,7,0.73,25.25,81.73,108.0,3,8.2
bara,2019-07-22,7.5,31.6,74.6,988.2,14.4,0.38,0.65,7,0.82,25.25,81.73,108.0,3,8.2
bara,2019-07-23,0.0,32.5,65.9,987.3,16.9,0.38,0.65,7,0.66,25.25,81.73,108.0,3,8.2
bara,2019-07-24,16.1,29.9,80.6,987.2,15.5,0.38,0.65,8,1.22,25.25,81.73,108.0,3,8.2
bara,2019-07-25,36.2,28.3,86.2,987.7,12.9,0.38,0.65,8,1.78,25.25,81.73,108.0,3,8.2
bara,2019-07-26,17.3,28.4,84.2,985.7,10.3,0.38,0.65,8,1.37,25.25,81.73,108.0,3,8.2
bara,2019-07-27,11.7,27.8,88.7,985.4,15.1,0.38,0.65,8,1.15,25.25,81.73,108.0,3,8.2
bara,2019-07-28,14.0,28.5,83.2,986.1,21.5,0.38,0.65,1,1.42,25.25,81.73,108.0,3,8.2
bara,2019-07-29,1.4,29.5,75.3,986.3,28.2,0.38,0.65,8,1.02,25.25,81.73,108.0,3,8.2
bara,2019-07-30,5.0,28.7,78.9,985.9,23.2,0.38,0.65,1,1.17,25.25,81.73,108.0,3,8.2
bara,2019-07-31,0.8,29.3,76.6,985.8,14.4,0.38,0.65,1,1.14,25.25,81.73,108.0,3,8.2
bara,2019-08-01,11.0,29.1,85.2,985.9,15.8,0.2,0.79,1,1.46,25.25,81.73,108.0,3,8.2
bara,2019-08-02,16.3,29.3,83.6,985.0,13.4,0.2,0.79,2,1.78,25.25,81.73,108.0,3,8.2
bara,2019-08-03,19.1,29.2,85.7,985.1,11.4,0.2,0.79,2,1.89,25.25,81.73,108.0,3,8.2
bara,2019-08-04,11.2,29.5,84.7,984.6,10.3,0.2,0.79,1,1.64,25.25,81.73,108.0,3,8.2
bara,2019-08-05,13.4,29.8,83.7,983.6,8.9,0.2,0.79,2,1.81,25.25,81.73,108.0,3,8.2
bara,2019-08-06,22.0,29.0,87.2,983.2,9.5,0.2,0.79,2,2.04,25.25,81.73,108.0,3,8.2
bara,2019-08-07,9.4,28.3,88.3,981.8,16.1,0.2,0.79,2,1.7,25.25,81.73,108.0,3,8.2
bara,2019-08-08,6.1,28.2,82.4,980.3,32.5,0.2,0.79,2,1.64,25.25,81.73,108.0,3,8.2
bara,2019-08-09,0.8,28.7,77.2,984.4,26.4,0.2,0.79,2,1.52,25.25,81.73,108.0,3,8.2
bara,2019-08-10,0.0,29.9,76.6,987.3,9.4,0.2,0.79,3,1.5,25.25,81.73,108.0,3,8.2
bara,2019-08-11,11.4,29.1,83.7,988.1,12.7,0.2,0.79,3,1.77,25.25,81.73,108.0,3,8.2
