location_id,date,rainfall_mm,temperature_c,humidity_pct,pressure_hpa,wind_speed_kmh,enso,iod,mjo_phase,mjo_amplitude,latitude,longitude,elevation_m,soil_code,normal_daily_rain_mm,enso_current,enso_lag_7d,enso_rolling_7d,iod_current,iod_lag_7d,iod_rolling_7d,mjo_sin,mjo_cos,rain_lag_1d,rain_lag_3d,rain_acc_7d,rain_acc_14d,rain_acc_30d,dry_days_prev_7d,dry_days_prev_14d,wet_days_prev_7d,rainfall_anomaly_pct,temp_anomaly_c,doy_sin,doy_cos,target_onset_7d,target_false_onset_7d,target_dry_spell_7d,target_heavy_rain_7d,imd_heavy_category_7d,target_rainfall_mm_7d,target_anomaly_pct_7d,target_onset_14d,target_false_onset_14d,target_dry_spell_14d,target_heavy_rain_14d,imd_heavy_category_14d,target_rainfall_mm_14d,target_anomaly_pct_14d,target_onset_21d,target_false_onset_21d,target_dry_spell_21d,target_heavy_rain_21d,imd_heavy_category_21d,target_rainfall_mm_21d,target_anomaly_pct_21d,target_onset_30d,target_false_onset_30d,target_dry_spell_30d,target_heavy_rain_30d,imd_heavy_category_30d,target_rainfall_mm_30d,target_anomaly_pct_30d
phulpur,2020-08-19,12.1,28.8,88.1,987.8,12.0,-0.43,-0.14,2,1.8,25.55,82.09,94.0,2,8.4,-0.43,-0.43,-0.43,-0.14,-0.14,-0.14,1.0,6.123233995736766e-17,11.1,14.5,117.1,216.7,323.9,0.0,0.0,7.0,99.14965986394554,-0.31666666666666643,-0.7508642533989489,-0.6604565640279754,1,0,0,0,0,49.8,-15.31,1,1,0,0,0,77.8,-33.84,1,1,1,0,0,91.7,-48.02,1,1,1,1,1,215.0,-14.68
soraon,2020-08-19,11.4,28.8,87.9,987.7,12.0,-0.43,-0.14,2,1.75,25.6,81.85,95.0,1,8.8,-0.43,-0.43,-0.43,-0.14,-0.14,-0.14,1.0,6.123233995736766e-17,9.7,12.0,99.5,177.0,291.9,0.0,0.0,7.0,61.52597402597401,-0.31666666666666643,-0.7508642533989489,-0.6604565640279754,1,0,0,0,0,52.5,-14.77,1,1,0,0,0,85.6,-30.52,1,1,0,0,0,100.8,-45.45,1,1,0,1,1,205.8,-22.05
bara,2020-08-20,4.6,28.3,83.3,986.8,26.3,-0.43,-0.14,2,1.6,25.25,81.73,108.0,3,8.2,-0.43,-0.43,-0.43,-0.14,-0.14,-0.14,1.0,6.123233995736766e-17,10.3,7.0,61.89999999999999,182.3,315.2,0.0,0.0,7.0,7.839721254355402,-0.7033333333333331,-0.7621140503891487,-0.6474427960827475,1,0,0,0,0,75.0,30.66,1,1,0,0,0,92.6,-19.34,1,1,0,0,0,116.0,-32.64,1,1,0,0,0,191.9,-21.99
chaka,2020-08-20,6.0,28.5,83.2,988.0,25.9,-0.43,-0.14,2,1.64,25.39,81.86,97.0,2,8.5,-0.43,-0.43,-0.43,-0.14,-0.14,-0.14,1.0,6.123233995736766e-17,12.8,9.5,76.30000000000001,213.6,319.5,0.0,0.0,7.0,28.23529411764708,-0.6000000000000014,-0.7621140503891487,-0.6474427960827475,1,0,0,0,0,73.1,22.86,1,1,0,0,0,87.6,-26.39,1,1,0,0,0,107.5,-39.78,1,1,0,0,0,202.7,-20.51
handia,2020-08-20,5.9,28.5,83.6,988.6,25.6,-0.43,-0.14,2,1.64,25.38,82.18,91.0,1,8.7,-0.43,-0.43,-0.43,-0.14,-0.14,-0.14,1.0,6.123233995736766e-17,12.5,9.0,72.4,197.0,306.2,0.0,0.0,7.0,18.8834154351396,-0.6333333333333329,-0.7621140503891487,-0.6474427960827475,1,0,0,0,0,77.4,27.09,1,1,0,0,0,93.7,-23.07,1,1,0,0,0,113.5,-37.88,1,1,0,0,0,198.9,-23.79
karchhana,2020-08-20,5.6,28.4,83.5,988.1,25.8,-0.43,-0.14,2,1.63,25.28,81.94,96.0,1,8.6,-0.43,-0.43,-0.43,-0.14,-0.14,-0.14,1.0,6.123233995736766e-17,12.7,9.0,76.89999999999999,215.8,327.00000000000006,0.0,0.0,7.0,27.740863787375407,-0.6500000000000021,-0.7621140503891487,-0.6474427960827475,1,0,0,0,0,77.8,29.24,1,1,0,0,0,92.9,-22.84,1,1,0,0,0,112.8,-37.54,1,1,0,0,0,196.6,-23.8
koraon,2020-08-20,3.7,27.9,84.1,983.0,27.6,-0.43,-0.14,2,1.58,24.98,82.06,142.0,4,7.9,-0.43,-0.43,-0.43,-0.14,-0.14,-0.14,1.0,6.123233995736766e-17,10.0,6.1,64.50000000000001,200.79999999999998,350.7,0.0,0.0,7.0,16.63652802893311,-0.8066666666666649,-0.7621140503891487,-0.6474427960827475,1,0,0,0,0,78.8,42.5,1,1,0,0,0,96.1,-13.11,1,1,0,0,0,120.4,-27.43,1,1,0,0,0,176.3,-25.61
meja,2020-08-20,4.4,28.2,84.0,985.7,26.7,-0.43,-0.14,2,1.6,25.14,82.12,118.0,3,8.1,-0.43,-0.43,-0.43,-0.14,-0.14,-0.14,1.0,6.123233995736766e-17,10.8,7.4,69.89999999999999,216.10000000000002,350.20000000000005,0.0,0.0,7.0,23.280423280423275,-0.7033333333333331,-0.7621140503891487,-0.6474427960827475,1,0,0,0,0,71.3,25.75,1,1,0,0,0,86.4,-23.81,1,1,0,0,0,109.9,-35.39,1,1,0,0,0,186.9,-23.09
phulpur,2020-08-20,6.1,28.7,83.3,988.3,25.8,-0.43,-0.14,2,1.64,25.55,82.09,94.0,2,8.4,-0.43,-0.43,-0.43,-0.14,-0.14,-0.14,1.0,6.123233995736766e-17,12.1,10.0,73.3,215.70000000000002,317.90000000000003,0.0,0.0,7.0,24.659863945578216,-0.4499999999999993,-0.7621140503891487,-0.6474427960827475,1,1,0,0,0,60.3,2.55,1,1,0,0,0,73.6,-37.41,1,1,1,0,0,95.2,-46.03,1,1,1,1,1,216.0,-14.29
soraon,2020-08-20,6.1,28.7,82.9,988.2,25.8,-0.43,-0.14,2,1.64,25.6,81.85,95.0,1,8.8,-0.43,-0.43,-0.43,-0.14,-0.14,-0.14,1.0,6.123233995736766e-17,11.4,9.0,64.2,177.5,283.6,0.0,0.0,7.0,4.220779220779211,-0.4499999999999993,-0.7621140503891487,-0.6474427960827475,1,0,0,0,0,65.8,6.82,1,1,0,0,0,81.9,-33.52,1,1,0,0,0,103.5,-43.99,1,1,0,1,1,205.3,-22.23
bara,2020-08-21,18.9,27.8,84.9,987.2,36.3,-0.43,-0.14,3,1.96,25.25,81.73,108.0,3,8.2,-0.43,-0.43,-0.43,-0.14,-0.14,-0.14,0.7071067811865476,-0.7071067811865475,4.6,11.2,74.89999999999999,196.2,329.4,0.0,0.0,7.0,30.487804878048784,-1.1599999999999966,-0.7731383255706026,-0.6342374393978054,1,1,0,0,0,65.2,13.59,1,1,0,0,0,74.5,-35.1,1,1,0,0,0,99.5,-42.22,1,1,0,0,0,174.1,-29.23
chaka,2020-08-21,19.7,27.9,84.6,988.4,35.7,-0.43,-0.14,3,1.98,25.39,81.86,97.0,2,8.5,-0.43,-0.43,-0.43,-0.14,-0.14,-0.14,0.7071067811865476,-0.7071067811865475,6.0,12.9,87.70000000000002,228.5,334.9,0.0,0.0,7.0,47.3949579831933,-1.1566666666666698,-0.7731383255706026,-0.6342374393978054,1,1,0,0,0,61.2,2.86,1,1,0,0,0,68.6,-42.35,1,1,0,0,0,89.6,-49.8,1,1,0,0,0,184.2,-27.76
handia,2020-08-21,20.0,28.0,85.0,989.0,35.4,-0.43,-0.14,3,1.98,25.38,82.18,91.0,1,8.7,-0.43,-0.43,-0.43,-0.14,-0.14,-0.14,0.7071067811865476,-0.7071067811865475,5.9,12.5,84.9,212.5,321.4,0.0,0.0,7.0,39.40886699507392,-1.0933333333333373,-0.7731383255706026,-0.6342374393978054,1,1,0,0,0,66.1,8.54,1,1,0,0,0,74.4,-38.92,1,1,0,0,0,95.2,-47.89,1,1,0,0,0,180.0,-31.03
karchhana,2020-08-21,21.8,27.9,85.0,988.5,35.7,-0.43,-0.14,3,2.03,25.28,81.94,96.0,1,8.6,-0.43,-0.43,-0.43,-0.14,-0.14,-0.14,0.7071067811865476,-0.7071067811865475,5.6,13.8,91.19999999999999,232.7,344.5,0.0,0.0,7.0,51.495016611295675,-1.1066666666666691,-0.7731383255706026,-0.6342374393978054,1,1,0,0,0,64.3,6.81,1,1,0,0,0,71.8,-40.37,1,1,0,0,0,93.1,-48.45,1,1,0,0,0,176.1,-31.74
koraon,2020-08-21,21.9,27.5,86.1,983.4,38.1,-0.43,-0.14,3,2.03,24.98,82.06,142.0,4,7.9,-0.43,-0.43,-0.43,-0.14,-0.14,-0.14,0.7071067811865476,-0.7071067811865475,3.7,12.9,81.70000000000002,217.1,368.40000000000003,0.0,0.0,7.0,47.739602169981936,-1.1600000000000001,-0.7731383255706026,-0.6342374393978054,1,1,0,0,0,66.0,19.35,1,1,0,0,0,75.0,-32.19,1,1,0,0,0,102.1,-38.46,1,1,0,0,0,155.7,-34.3
meja,2020-08-21,20.3,27.7,85.7,986.1,36.8,-0.43,-0.14,3,1.99,25.14,82.12,118.0,3,8.1,-0.43,-0.43,-0.43,-0.14,-0.14,-0.14,0.7071067811865476,-0.7071067811865475,4.4,13.0,83.9,230.7,366.59999999999997,0.0,0.0,7.0,47.97178130511466,-1.1566666666666663,-0.7731383255706026,-0.6342374393978054,1,1,0,0,0,58.9,3.88,1,1,0,0,0,66.8,-41.09,1,1,0,0,0,92.7,-45.5,1,1,0,0,0,168.0,-30.86
phulpur,2020-08-21,15.4,28.0,84.3,988.7,35.5,-0.43,-0.14,3,1.87,25.55,82.09,94.0,2,8.4,-0.43,-0.43,-0.43,-0.14,-0.14,-0.14,0.7071067811865476,-0.7071067811865475,6.1,11.1,79.1,225.79999999999998,329.4,0.0,0.0,7.0,34.523809523809504,-1.110000000000003,-0.7731383255706026,-0.6342374393978054,1,1,0,0,0,51.5,-12.41,1,1,1,0,0,58.9,-49.91,1,1,1,0,0,81.2,-53.97,1,1,1,1,1,201.8,-19.92
soraon,2020-08-21,14.7,28.0,83.9,988.6,35.6,-0.43,-0.14,3,1.85,25.6,81.85,95.0,1,8.8,-0.43,-0.43,-0.43,-0.14,-0.14,-0.14,0.7071067811865476,-0.7071067811865475,6.1,9.7,70.8,187.8,293.4,0.0,0.0,7.0,14.935064935064915,-1.1099999999999994,-0.7731383255706026,-0.6342374393978054,1,1,0,0,0,59.2,-3.9,1,1,0,0,0,68.0,-44.81,1,1,0,0,0,89.9,-51.35,1,1,0,1,1,191.5,-27.46
bara,2020-08-22,7.8,28.2,83.1,989.2,15.6,-0.43,-0.14,3,1.69,25.25,81.73,108.0,3,8.2,-0.43,-0.43,-0.43,-0.14,-0.14,-0.14,0.7071067811865476,-0.7071067811865475,18.9,10.3,73.09999999999998,194.5,329.2,0.0,0.0,7.0,27.351916376306605,-0.7233333333333363,-0.7839338166829201,-0.620844401650647,0,1,0,0,0,59.0,2.79,1,1,0,0,0,69.6,-39.37,1,1,0,0,0,96.0,-44.25,1,1,0,0,0,175.5,-28.66
chaka,2020-08-22,8.5,28.2,83.9,990.4,15.3,-0.43,-0.14,3,1.71,25.39,81.86,97.0,2,8.5,-0.43,-0.43,-0.43,-0.14,-0.14,-0.14,0.7071067811865476,-0.7071067811865475,19.7,12.8,85.20000000000002,226.60000000000002,337.8,0.0,0.0,7.0,43.1932773109244,-0.8166666666666664,-0.7839338166829201,-0.620844401650647,0,1,0,0,0,54.3,-8.74,0,1,0,0,0,62.3,-47.65,0,1,0,0,0,84.6,-52.61,1,1,0,0,0,185.2,-27.37
handia,2020-08-22,8.7,28.2,84.2,991.0,15.2,-0.43,-0.14,3,1.72,25.38,82.18,91.0,1,8.7,-0.43,-0.43,-0.43,-0.14,-0.14,-0.14,0.7071067811865476,-0.7071067811865475,20.0,12.5,83.39999999999999,211.79999999999998,323.79999999999995,0.0,0.0,7.0,36.94581280788178,-0.8533333333333353,-0.7839338166829201,-0.620844401650647,0,1,0,0,0,59.1,-2.96,0,1,0,0,0,68.0,-44.17,0,1,0,0,0,89.8,-50.85,1,1,0,0,0,180.2,-30.96
karchhana,2020-08-22,8.8,28.2,83.5,990.5,15.3,-0.43,-0.14,3,1.72,25.28,81.94,96.0,1,8.6,-0.43,-0.43,-0.43,-0.14,-0.14,-0.14,0.7071067811865476,-0.7071067811865475,21.8,12.7,88.19999999999999,231.60000000000002,346.5,0.0,0.0,7.0,46.51162790697674,-0.769999999999996,-0.7839338166829201,-0.620844401650647,0,1,0,0,0,57.0,-5.32,0,1,0,0,0,65.3,-45.76,0,1,0,0,0,88.2,-51.16,1,1,0,0,0,178.4,-30.85
koraon,2020-08-22,8.0,28.1,82.1,985.4,16.4,-0.43,-0.14,3,1.7,24.98,82.06,142.0,4,7.9,-0.43,-0.43,-0.43,-0.14,-0.14,-0.14,0.7071067811865476,-0.7071067811865475,21.9,10.0,78.00000000000003,215.7,366.1,0.0,0.0,7.0,41.04882459312843,-0.5299999999999976,-0.7839338166829201,-0.620844401650647,0,1,0,0,0,59.3,7.23,1,1,0,0,0,70.3,-36.44,1,1,0,0,0,100.1,-39.66,1,1,0,0,0,160.6,-32.24
meja,2020-08-22,7.7,28.2,83.0,988.1,15.8,-0.43,-0.14,3,1.69,25.14,82.12,118.0,3,8.1,-0.43,-0.43,-0.43,-0.14,-0.14,-0.14,0.7071067811865476,-0.7071067811865475,20.3,10.8,79.60000000000001,227.8,366.5,0.0,0.0,7.0,40.38800705467375,-0.6233333333333348,-0.7839338166829201,-0.620844401650647,0,1,0,0,0,52.5,-7.41,1,1,0,0,0,61.9,-45.41,1,1,0,0,0,90.3,-46.91,1,1,0,0,0,172.5,-29.01
phulpur,2020-08-22,7.2,28.1,84.9,990.7,15.3,-0.43,-0.14,3,1.68,25.55,82.09,94.0,2,8.4,-0.43,-0.43,-0.43,-0.14,-0.14,-0.14,0.7071067811865476,-0.7071067811865475,15.4,12.1,76.39999999999999,220.9,333.09999999999997,0.0,0.0,7.0,29.931972789115623,-0.966666666666665,-0.7839338166829201,-0.620844401650647,0,1,0,0,0,45.9,-21.94,0,1,1,0,0,53.8,-54.25,0,1,1,0,0,77.1,-56.29,1,1,1,1,1,201.9,-19.88
soraon,2020-08-22,7.5,28.1,84.9,990.6,15.3,-0.43,-0.14,3,1.69,25.6,81.85,95.0,1,8.8,-0.43,-0.43,-0.43,-0.14,-0.14,-0.14,0.7071067811865476,-0.7071067811865475,14.7,11.4,70.4,185.2,297.1,0.0,0.0,7.0,14.28571428571428,-0.966666666666665,-0.7839338166829201,-0.620844401650647,0,1,0,0,0,53.7,-12.82,0,1,0,0,0,62.8,-49.03,0,1,0,0,0,84.8,-54.11,1,1,0,1,1,189.4,-28.26
bara,2020-08-23,4.8,28.7,80.1,990.0,12.2,-0.43,-0.14,3,1.61,25.25,81.73,108.0,3,8.2,-0.43,-0.43,-0.43,-0.14,-0.14,-0.14,0.7071067811865476,-0.7071067811865475,7.8,4.6,64.59999999999998,190.5,332.40000000000003,0.0,0.0,7.0,12.543554006968623,-0.20666666666666345,-0.7944973291665992,-0.6072676460566135,0,1,0,0,0,54.2,-5.57,1,1,0,0,0,67.6,-41.11,1,1,0,0,0,98.3,-42.92,1,1,0,0,0,184.5,-25.0
chaka,2020-08-23,6.7,28.7,80.9,991.2,12.0,-0.43,-0.14,3,1.66,25.39,81.86,97.0,2,8.5,-0.43,-0.43,-0.43,-0.14,-0.14,-0.14,0.7071067811865476,-0.7071067811865475,8.5,6.0,76.1,223.9,343.0,0.0,0.0,7.0,27.899159663865536,-0.29666666666666686,-0.7944973291665992,-0.6072676460566135,0,1,0,0,0,47.6,-20.0,0,1,0,0,0,58.4,-50.92,1,1,0,0,0,85.4,-52.16,1,1,0,0,0,200.0,-21.57
handia,2020-08-23,6.8,28.7,81.2,991.8,11.9,-0.43,-0.14,3,1.66,25.38,82.18,91.0,1,8.7,-0.43,-0.43,-0.43,-0.14,-0.14,-0.14,0.7071067811865476,-0.7071067811865475,8.7,5.9,75.39999999999999,210.1,329.0,0.0,0.0,7.0,23.809523809523814,-0.3333333333333357,-0.7944973291665992,-0.6072676460566135,0,1,0,0,0,52.3,-14.12,0,1,0,0,0,64.1,-47.37,1,1,0,0,0,89.8,-50.85,1,1,0,0,0,193.2,-25.98
karchhana,2020-08-23,5.6,28.7,80.5,991.3,12.0,-0.43,-0.14,3,1.63,25.28,81.94,96.0,1,8.6,-0.43,-0.43,-0.43,-0.14,-0.14,-0.14,0.7071067811865476,-0.7071067811865475,8.8,5.6,77.3,227.8,350.70000000000005,0.0,0.0,7.0,28.405315614617944,-0.25333333333333385,-0.7944973291665992,-0.6072676460566135,0,1,0,0,0,51.4,-14.62,0,1,0,0,0,62.1,-48.42,1,1,0,0,0,89.7,-50.33,1,1,0,0,0,191.1,-25.93
koraon,2020-08-23,2.2,28.6,79.1,986.2,12.8,-0.43,-0.14,3,1.54,24.98,82.06,142.0,4,7.9,-0.43,-0.43,-0.43,-0.14,-0.14,-0.14,0.7071067811865476,-0.7071067811865475,8.0,3.7,64.80000000000001,207.99999999999997,367.0,1.0,1.0,6.0,17.179023508137444,-0.019999999999999574,-0.7944973291665992,-0.6072676460566135,0,1,0,0,0,57.1,3.25,1,1,0,0,0,69.5,-37.16,1,1,0,0,0,104.8,-36.83,1,1,0,0,0,166.3,-29.83
meja,2020-08-23,3.5,28.7,80.0,988.9,12.4,-0.43,-0.14,3,1.58,25.14,82.12,118.0,3,8.1,-0.43,-0.43,-0.43,-0.14,-0.14,-0.14,0.7071067811865476,-0.7071067811865475,7.7,4.4,67.10000000000001,220.8,368.70000000000005,0.0,0.0,7.0,18.342151675485034,-0.11000000000000298,-0.7944973291665992,-0.6072676460566135,0,1,0,0,0,49.0,-13.58,1,1,0,0,0,60.5,-46.65,1,1,0,0,0,94.5,-44.44,1,1,0,0,0,181.9,-25.14
phulpur,2020-08-23,7.5,28.6,81.9,991.5,12.0,-0.43,-0.14,3,1.68,25.55,82.09,94.0,2,8.4,-0.43,-0.43,-0.43,-0.14,-0.14,-0.14,0.7071067811865476,-0.7071067811865475,7.2,6.1,69.4,218.3,339.09999999999997,0.0,0.0,7.0,18.027210884353742,-0.44333333333333513,-0.7944973291665992,-0.6072676460566135,0,1,0,0,0,38.4,-34.69,0,1,1,0,0,50.0,-57.48,1,1,1,0,0,78.4,-55.56,1,1,1,1,1,220.3,-12.58
soraon,2020-08-23,8.7,28.6,81.9,991.4,12.0,-0.43,-0.14,3,1.71,25.6,81.85,95.0,1,8.8,-0.43,-0.43,-0.43,-0.14,-0.14,-0.14,0.7071067811865476,-0.7071067811865475,7.5,6.1,67.1,185.79999999999998,303.9,0.0,0.0,7.0,8.928571428571404,-0.44333333333333513,-0.7944973291665992,-0.6072676460566135,0,1,0,0,0,45.0,-26.95,0,1,0,0,0,58.4,-52.6,1,1,0,0,0,83.6,-54.76,1,1,0,1,1,204.0,-22.73
bara,2020-08-24,0.7,28.8,78.2,990.7,15.5,-0.43,-0.14,3,1.49,25.25,81.73,108.0,3,8.2,-0.43,-0.43,-0.43,-0.14,-0.14,-0.14,0.7071067811865476,-0.7071067811865475,4.8,18.9,58.29999999999998,187.3,327.8,1.0,1.0,6.0,1.5679442508710655,-0.09333333333333371,-0.8048257371083452,-0.593511190196115,1,1,0,0,0,53.8,-6.27,1,1,0,0,0,69.1,-39.81,1,1,0,0,0,104.8,-39.14,1,1,0,0,0,208.0,-15.45
chaka,2020-08-24,0.6,28.9,78.6,991.9,15.2,-0.43,-0.14,3,1.48,25.39,81.86,97.0,2,8.5,-0.43,-0.43,-0.43,-0.14,-0.14,-0.14,0.7071067811865476,-0.7071067811865475,6.7,19.7,67.2,219.7,337.7,1.0,1.0,6.0,12.941176470588239,-0.0833333333333357,-0.8048257371083452,-0.593511190196115,0,1,0,0,0,47.0,-21.01,0,1,0,0,0,59.5,-50.0,1,1,0,0,0,90.8,-49.13,1,1,0,0,0,234.2,-8.16
handia,2020-08-24,0.6,28.9,78.9,992.5,15.1,-0.43,-0.14,3,1.48,25.38,82.18,91.0,1,8.7,-0.43,-0.43,-0.43,-0.14,-0.14,-0.14,0.7071067811865476,-0.7071067811865475,6.8,20.0,67.0,206.4,323.1,1.0,1.0,6.0,10.016420361247963,-0.120000000000001,-0.8048257371083452,-0.593511190196115,0,1,0,0,0,52.0,-14.61,0,1,0,0,0,65.3,-46.39,1,1,0,0,0,94.7,-48.17,1,1,0,0,0,225.3,-13.68
karchhana,2020-08-24,0.7,28.8,78.5,992.0,15.2,-0.43,-0.14,3,1.49,25.28,81.94,96.0,1,8.6,-0.43,-0.43,-0.43,-0.14,-0.14,-0.14,0.7071067811865476,-0.7071067811865475,5.6,21.8,68.99999999999999,224.1,346.6,1.0,1.0,6.0,14.617940199335532,-0.13999999999999702,-0.8048257371083452,-0.593511190196115,0,1,0,0,0,50.7,-15.78,0,1,0,0,0,63.2,-47.51,1,1,0,0,0,96.0,-46.84,1,1,0,0,0,221.9,-13.99
koraon,2020-08-24,0.9,28.5,78.1,986.9,16.3,-0.43,-0.14,3,1.49,24.98,82.06,142.0,4,7.9,-0.43,-0.43,-0.43,-0.14,-0.14,-0.14,0.7071067811865476,-0.7071067811865475,2.2,21.9,59.600000000000016,205.39999999999998,366.2,2.0,2.0,5.0,7.775768535262226,-0.10666666666666913,-0.8048257371083452,-0.593511190196115,1,1,0,0,0,56.2,1.63,1,1,0,0,0,71.1,-35.71,1,1,0,0,0,114.8,-30.8,1,1,0,0,0,183.4,-22.62
meja,2020-08-24,0.7,28.7,78.5,989.6,15.7,-0.43,-0.14,3,1.49,25.14,82.12,118.0,3,8.1,-0.43,-0.43,-0.43,-0.14,-0.14,-0.14,0.7071067811865476,-0.7071067811865475,3.5,20.3,60.4,217.2,366.1,1.0,1.0,6.0,6.5255731922398645,-0.09666666666666757,-0.8048257371083452,-0.593511190196115,1,1,0,0,0,48.3,-14.81,1,1,0,0,0,62.0,-45.33,1,1,0,0,0,103.4,-39.21,1,1,0,0,0,205.3,-15.51
phulpur,2020-08-24,0.3,28.9,79.1,992.2,15.2,-0.43,-0.14,3,1.48,25.55,82.09,94.0,2,8.4,-0.43,-0.43,-0.43,-0.14,-0.14,-0.14,0.7071067811865476,-0.7071067811865475,7.5,15.4,59.7,212.89999999999998,332.2,1.0,1.0,6.0,1.5306122448979567,-0.1300000000000061,-0.8048257371083452,-0.593511190196115,0,1,0,0,0,38.4,-34.69,0,1,1,0,0,51.4,-56.29,1,1,1,0,0,82.9,-53.0,1,1,1,1,1,258.6,2.62
soraon,2020-08-24,0.3,28.9,78.9,992.1,15.2,-0.43,-0.14,3,1.48,25.6,81.85,95.0,1,8.8,-0.43,-0.43,-0.43,-0.14,-0.14,-0.14,0.7071067811865476,-0.7071067811865475,8.7,14.7,58.4,181.4,294.4,1.0,1.0,6.0,-5.194805194805211,-0.129999999999999,-0.8048257371083452,-0.593511190196115,0,1,0,0,0,45.0,-26.95,0,1,0,0,0,59.9,-51.38,1,1,0,0,0,86.8,-53.03,1,1,0,1,1,238.9,-9.51
bara,2020-08-25,2.0,29.4,75.7,991.9,16.8,-0.43,-0.14,3,1.49,25.25,81.73,108.0,3,8.2,-0.43,-0.43,-0.43,-0.14,-0.14,-0.14,0.7071067811865476,-0.7071067811865475,0.7,7.8,49.09999999999999,182.1,329.3,2.0,2.0,5.0,-14.45993031358886,0.5166666666666657,-0.8149159841660791,-0.5795791048257612,1,1,0,0,0,52.5,-8.54,1,1,0,0,0,67.1,-41.55,1,1,0,0,0,141.9,-17.6,1,1,0,0,0,222.3,-9.63
chaka,2020-08-25,2.2,29.5,75.9,993.1,16.5,-0.43,-0.14,3,1.49,25.39,81.86,97.0,2,8.5,-0.43,-0.43,-0.43,-0.14,-0.14,-0.14,0.7071067811865476,-0.7071067811865475,0.6,8.5,56.50000000000001,212.20000000000002,339.6,2.0,2.0,5.0,-5.042016806722677,0.5266666666666673,-0.8149159841660791,-0.5795791048257612,0,1,0,0,0,45.3,-23.87,0,1,0,0,0,57.3,-51.85,1,1,0,0,0,147.8,-17.2,1,1,0,0,0,254.2,-0.31
handia,2020-08-25,2.4,29.6,76.3,993.7,16.4,-0.43,-0.14,3,1.5,25.38,82.18,91.0,1,8.7,-0.43,-0.43,-0.43,-0.14,-0.14,-0.14,0.7071067811865476,-0.7071067811865475,0.6,8.7,56.9,200.1,325.09999999999997,2.0,2.0,5.0,-6.568144499178971,0.5899999999999999,-0.8149159841660791,-0.5795791048257612,0,1,0,0,0,50.2,-17.57,0,1,0,0,0,62.9,-48.36,1,1,0,0,0,144.7,-20.8,1,1,0,0,0,244.2,-6.44
karchhana,2020-08-25,2.1,29.5,76.0,993.2,16.5,-0.43,-0.14,3,1.49,25.28,81.94,96.0,1,8.6,-0.43,-0.43,-0.43,-0.14,-0.14,-0.14,0.7071067811865476,-0.7071067811865475,0.7,8.8,57.29999999999999,217.60000000000002,348.3,2.0,2.0,5.0,-4.817275747508316,0.5700000000000003,-0.8149159841660791,-0.5795791048257612,0,1,0,0,0,49.2,-18.27,0,1,0,0,0,61.1,-49.25,1,1,0,0,0,139.4,-22.81,1,1,0,0,0,240.6,-6.74
koraon,2020-08-25,1.5,29.1,76.1,988.1,17.7,-0.43,-0.14,3,1.48,24.98,82.06,142.0,4,7.9,-0.43,-0.43,-0.43,-0.14,-0.14,-0.14,0.7071067811865476,-0.7071067811865475,0.9,8.0,48.20000000000002,201.7,367.2,3.0,3.0,4.0,-12.839059674502689,0.5033333333333303,-0.8149159841660791,-0.5795791048257612,1,1,0,0,0,55.5,0.36,1,1,0,0,0,69.6,-37.07,1,1,0,0,0,122.1,-26.4,1,1,0,0,0,195.4,-17.55
meja,2020-08-25,1.6,29.3,76.2,990.8,17.1,-0.43,-0.14,3,1.48,25.14,82.12,118.0,3,8.1,-0.43,-0.43,-0.43,-0.14,-0.14,-0.14,0.7071067811865476,-0.7071067811865475,0.7,7.7,49.0,211.29999999999998,367.29999999999995,2.0,2.0,5.0,-13.58024691358024,0.5133333333333319,-0.8149159841660791,-0.5795791048257612,1,1,0,0,0,47.4,-16.4,1,1,0,0,0,60.4,-46.74,1,1,0,0,0,133.1,-21.75,1,1,0,0,0,220.2,-9.38
phulpur,2020-08-25,2.2,29.6,76.2,993.4,16.5,-0.43,-0.14,3,1.49,25.55,82.09,94.0,2,8.4,-0.43,-0.43,-0.43,-0.14,-0.14,-0.14,0.7071067811865476,-0.7071067811865475,0.3,7.2,50.8,202.9,334.09999999999997,2.0,2.0,5.0,-13.60544217687076,0.5800000000000018,-0.8149159841660791,-0.5795791048257612,0,1,0,0,0,36.7,-37.59,0,1,1,0,0,49.2,-58.16,1,1,1,1,1,166.7,-5.5,1,1,1,1,1,279.7,10.99
soraon,2020-08-25,2.6,29.6,75.9,993.3,16.5,-0.43,-0.14,3,1.5,25.6,81.85,95.0,1,8.8,-0.43,-0.43,-0.43,-0.14,-0.14,-0.14,0.7071067811865476,-0.7071067811865475,0.3,7.5,51.300000000000004,173.9,296.70000000000005,1.0,1.0,6.0,-16.720779220779225,0.5800000000000018,-0.8149159841660791,-0.5795791048257612,0,1,0,0,0,42.9,-30.36,0,1,0,0,0,57.3,-53.49,1,1,0,1,1,158.7,-14.12,1,1,0,1,1,258.1,-2.23
bara,2020-08-26,16.6,27.9,85.3,991.8,17.2,-0.43,-0.14,4,1.7,25.25,81.73,108.0,3,8.2,-0.43,-0.43,-0.43,-0.14,-0.14,-0.14,1.2246467991473532e-16,-1.0,2.0,4.8,55.39999999999999,143.6,343.3,2.0,2.0,5.0,-3.48432055749129,-0.8933333333333344,-0.8247650844733614,-0.5654755126737576,1,1,0,0,0,40.0,-30.31,1,1,0,0,0,55.0,-52.09,1,1,0,0,0,129.1,-25.03,1,1,0,0,0,215.4,-12.44
